simlexorig999,simverb3500,card660
0.57592,0.46483,0.4631
0.61257,0.50332,0.47842
0.63097,0.52103,0.48028
0.64577,0.51527,0.46942
0.6436,0.53627,0.46781
0.66301,0.53883,0.46695
0.65931,0.55718,0.46911
0.659,0.54392,0.46167
0.66335,0.55351,0.46013
0.66378,0.55954,0.45945
0.66884,0.55882,0.47034
0.67463,0.57148,0.46364
0.67711,0.57008,0.45166
0.67422,0.5665,0.45159
0.67968,0.57249,0.46005
0.67259,0.56969,0.45486
0.67697,0.57853,0.4533
0.67983,0.57703,0.45983
0.68194,0.59081,0.45426
0.67966,0.58096,0.45775
0.67962,0.58024,0.45366
0.67962,0.58024,0.45366
0.68275,0.58104,0.44956
0.67698,0.57444,0.45201
0.6812,0.58486,0.45252
0.68018,0.58629,0.44766
0.68281,0.59007,0.45447
0.6845,0.58862,0.45308
0.68118,0.58715,0.45868
0.6848,0.59154,0.44582
0.68476,0.58457,0.45158
0.68598,0.59093,0.44891
0.68245,0.59004,0.44337
0.68811,0.59331,0.44695
0.68169,0.58889,0.45302
0.68169,0.58889,0.45302
0.68464,0.59267,0.454
0.6845,0.59109,0.44934
0.68481,0.59208,0.45461
0.68281,0.58969,0.45065
0.68281,0.58969,0.45065
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68772,0.59147,0.4503
0.68507,0.58809,0.4439
0.68446,0.59237,0.45441
0.6852,0.59675,0.44667
0.68738,0.5973,0.45477
0.68738,0.5973,0.45477
0.68723,0.59299,0.45307
0.68723,0.59299,0.45307
0.68723,0.59299,0.45307
0.68284,0.59288,0.44932
0.68284,0.59288,0.44932
0.68284,0.59288,0.44932
0.68284,0.59288,0.44932
0.68284,0.59288,0.44932
0.68284,0.59288,0.44932
